company_key,Company Name,Company Website,Company LinkedIn,Company Industry,Company Country,lead_count
serverobotics.com,Serve Robotics,serverobotics.com,https://www.linkedin.com/company/serverobotics,software development,United States,2
rmf.com,"RMF Engineering, Inc.",rmf.com,https://www.linkedin.com/company/rmf-engineering-inc-,design services,United States,2
fieldpulse.com,FieldPulse,fieldpulse.com,https://www.linkedin.com/company/fieldpulse,software development,United States,1
pcmicorp.com,PCMI,pcmicorp.com,https://www.linkedin.com/company/pcmi-corporation,software development,United States,1
radiantlogic.com,Radiant Logic,radiantlogic.com,https://www.linkedin.com/company/radiant-logic,software development,United States,2
gtmbuddy.ai,GTM Buddy,gtmbuddy.ai,https://www.linkedin.com/company/gtmbuddy,software development,United States,1
flournoycompanies.com,Flournoy Properties Group,flournoycompanies.com,https://www.linkedin.com/company/flournoy-properties,real estate,United States,1
airapps.co,Air Apps,airapps.co,https://www.linkedin.com/company/airapps,software development,United States,1
easyllama.com,EasyLlama,easyllama.com,https://www.linkedin.com/company/easyllama,software development,United States,1
nice.com,NICE Nexidia,nice.com,https://www.linkedin.com/company/nexidia,software development,United States,1
donorperfect.com,DonorPerfect,donorperfect.com,https://www.linkedin.com/company/donorperfect-software,software development,United States,1
maverickpwr.com,Maverick Power,maverickpwr.com,https://www.linkedin.com/company/maverick-power,utilities,United States,1
circleci.com,CircleCI,circleci.com,https://www.linkedin.com/company/circleci,software development,United States,3
snoball.com,Snoball,snoball.com,https://www.linkedin.com/company/snoballplatform,advertising services,United States,1
muralhealth.com,Mural Health,muralhealth.com,https://www.linkedin.com/company/muralhealth,software development,United States,1
orca.security,Orca Security,orca.security,https://www.linkedin.com/company/orca-security,computer and network security,United States,1
netgear.com,NETGEAR,netgear.com,https://www.linkedin.com/company/netgear,software development,United States,1
directdefense.com,DirectDefense,directdefense.com,https://www.linkedin.com/company/directdefense,computer and network security,United States,1
wash.com,WASH,wash.com,https://www.linkedin.com/company/wash-multifamily-laundry-systems-fka-web-service-company,consumer services,United States,1
oviahealth.com,Ovia Health by Labcorp,oviahealth.com,https://www.linkedin.com/company/ovia-health,hospitals and health care,United States,1
tnpinc.com,TNP,tnpinc.com,https://www.linkedin.com/company/teague-nall-and-perkins-inc-,civil engineering,United States,1
hexnode.com,Hexnode,hexnode.com,https://www.linkedin.com/company/hexnode,software development,United States,1
workwithopal.com,Opal,workwithopal.com,https://www.linkedin.com/company/opal-software,software development,United States,1
aliviaanalytics.com,Alivia Analytics,aliviaanalytics.com,https://www.linkedin.com/company/aliviaanalytics,hospitals and health care,United States,1
id.me,ID.me,id.me,https://www.linkedin.com/company/id.me,software development,United States,2
redteam.com,RedTeam - Construction Technology,redteam.com,https://www.linkedin.com/company/redteamsoftware,software development,United States,1
yurts.ai,Legion Intelligence,yurts.ai,https://www.linkedin.com/company/legion-intel,software development,United States,1
leafnow.com,"LEAF Commercial Capital, Inc.",leafnow.com,https://www.linkedin.com/company/leaf-commercial-capital-inc-,banking,United States,1
panther.com,Panther,panther.com,https://www.linkedin.com/company/runpanther,computer and network security,United States,1
marqeta.com,Marqeta,marqeta.com,https://www.linkedin.com/company/marqeta,financial services,United States,1
zeni.ai,Zeni,zeni.ai,https://www.linkedin.com/company/zeni-ai,financial services,United States,3
robinpowered.com,Robin,robinpowered.com,https://www.linkedin.com/company/robin-powered,software development,United States,2
metlife.com,MetLife Investment Management,metlife.com,https://www.linkedin.com/company/metlife-investment-management,financial services,United States,1
propelsoftware.com,Propel Software,propelsoftware.com,https://www.linkedin.com/company/propelsoftware,software development,United States,2
rightcrowd.com,RightCrowd,rightcrowd.com,https://www.linkedin.com/company/rightcrowd-software,software development,United States,1
teachtown.com,TeachTown,teachtown.com,https://www.linkedin.com/company/teachtown,e-learning providers,United States,3
akka.io,Akka,akka.io,https://www.linkedin.com/company/akka-io,software development,United States,1
datagrail.io,DataGrail,datagrail.io,https://www.linkedin.com/company/datagrail,software development,United States,1
naturaldiamonds.com,Natural Diamond Council,naturaldiamonds.com,https://www.linkedin.com/company/naturaldiamondcouncil,retail luxury goods and jewelry,United States,2
verint.com,Verint,verint.com,https://www.linkedin.com/company/verint,software development,United States,4
mdlogistics.com,MD Logistics,mdlogistics.com,https://www.linkedin.com/company/md-logistics,truck transportation,United States,1
kentik.com,Kentik,kentik.com,https://www.linkedin.com/company/kentik,software development,United States,2
cheetahdigital.com,Cheetah Digital by Marigold,cheetahdigital.com,https://www.linkedin.com/company/cheetahdigitalbymarigold,software development,United States,1
ziphq.com,Zip,ziphq.com,https://www.linkedin.com/company/theziphq,software development,United States,3
honorlock.com,Honorlock,honorlock.com,https://www.linkedin.com/company/honorlock-llc,e-learning providers,United States,1
nasscoinc.com,Nassco Inc.,nasscoinc.com,https://www.linkedin.com/company/nassco-inc-,facilities services,United States,1
themoderndatacompany.com,The Modern Data Company,themoderndatacompany.com,https://www.linkedin.com/company/themoderndatacompany,software development,United States,1
skillsoft.com,Skillsoft,skillsoft.com,https://www.linkedin.com/company/skillsoft,e-learning providers,United States,5
ninety.io,Ninety,ninety.io,https://www.linkedin.com/company/ninety-io,software development,United States,1
kdanmobile.com,KDAN,kdanmobile.com,https://www.linkedin.com/company/kdan-mobile-software-ltd-,software development,United States,1
agora.io,Agora,agora.io,https://www.linkedin.com/company/agora-lab-inc,software development,United States,1
accrete.ai,Accrete,accrete.ai,https://www.linkedin.com/company/accreteai,software development,United States,1
inboxhealth.com,Inbox Health,inboxhealth.com,https://www.linkedin.com/company/inboxhealth,software development,United States,1
klarna.com,HERO®,klarna.com,https://www.linkedin.com/company/hero-app,software development,United States,2
eleos.health,Eleos Health,eleos.health,https://www.linkedin.com/company/eleoshealth,mental health care,United States,2
nuance.com,Nuance Communications,nuance.com,https://www.linkedin.com/company/nuance-communications,software development,United States,2
ntop.com,nTop,ntop.com,https://www.linkedin.com/company/ntopology,software development,United States,1
bsasoftware.com,BS&A Software,bsasoftware.com,https://www.linkedin.com/company/bsasoftware,software development,United States,1
sap-press.com,SAP PRESS,sap-press.com,https://www.linkedin.com/company/sap-press,book and periodical publishing,United States,1
siemens.com,Siemens PLM Software (inactive),siemens.com,https://www.linkedin.com/company/siemens-plm-software,software development,United States,1
imperva.com,Imperva,imperva.com,https://www.linkedin.com/company/imperva,computer and network security,United States,1
cloudbees.com,CloudBees,cloudbees.com,https://www.linkedin.com/company/cloudbees,software development,United States,3
slack.com,Slack,slack.com,https://www.linkedin.com/company/tiny-spec-inc,software development,United States,2
cmx1.com,CMX1 (ComplianceMetrix),cmx1.com,https://www.linkedin.com/company/compliancemetrix,software development,United States,1
eshare.com,eSHARE,eshare.com,https://www.linkedin.com/company/eshare-us,software development,United States,1
activenetwork.com,ACTIVE Network,activenetwork.com,https://www.linkedin.com/company/the-active-network,software development,United States,2
fintech.com,Fintech,fintech.com,https://www.linkedin.com/company/fintech-net,financial services,United States,1
xactlycorp.com,Xactly Corp,xactlycorp.com,https://www.linkedin.com/company/xactly-corporation,software development,United States,1
frontgatetickets.com,Front Gate Tickets,frontgatetickets.com,https://www.linkedin.com/company/front-gate-tickets,entertainment providers,United States,1
cutanddry.com,Cut+Dry,cutanddry.com,https://www.linkedin.com/company/cut-and-dry-inc,software development,United States,1
alvaria.com,Alvaria CX,https://www.alvaria.com,https://www.linkedin.com/company/alvaria-cx,software development,United States,2
sourcegraph.com,Sourcegraph,sourcegraph.com,https://www.linkedin.com/company/sourcegraph,software development,United States,1
intellect.com,Intellect,intellect.com,https://www.linkedin.com/company/interneer,software development,United States,1
myzorro.co,Zorro,myzorro.co,https://www.linkedin.com/company/myzorrotech,insurance,United States,1
cloud4wi.com,Cloud4Wi,cloud4wi.com,https://www.linkedin.com/company/cloud4wi,software development,United States,1
thalestct.com,Thales Trusted Cyber Technologies,thalestct.com,https://www.linkedin.com/company/thales-tct,computer and network security,United States,1
bluesight.com,Bluesight,bluesight.com,https://www.linkedin.com/company/bluesight-inc,software development,United States,1
aviznetworks.com,Aviz Networks,aviznetworks.com,https://www.linkedin.com/company/aviz-networks,software development,United States,1
axs.com,AXS,axs.com,https://www.linkedin.com/company/axs-com,entertainment providers,United States,1
marin.edu,College of Marin,marin.edu,https://www.linkedin.com/school/college-of-marin,higher education,United States,1
asuresoftware.com,Asure Software,asuresoftware.com,https://www.linkedin.com/company/asure-software,human resources services,United States,4
shoot360.com,Shoot 360,shoot360.com,https://www.linkedin.com/company/shoot360,wellness and fitness services,United States,1
navitascredit.com,Navitas Credit Corp.,navitascredit.com,https://www.linkedin.com/company/navitas-credit-corp.,financial services,United States,1
freightpop.com,FreightPOP,freightpop.com,https://www.linkedin.com/company/freightpop,truck transportation,United States,1
cloudera.com,Cloudera,cloudera.com,https://www.linkedin.com/company/cloudera,software development,United States,8
pandadoc.com,PandaDoc,pandadoc.com,https://www.linkedin.com/company/pandadoc,software development,United States,2
us.com,American Logistics Group LLC,us.com,https://www.linkedin.com/company/american-logistics-group-llc-764581,truck transportation,United States,1
88rising.com,88RISING,88rising.com,https://www.linkedin.com/company/88rising,musicians,United States,2
uic.com,Universal Instruments Corporation,uic.com,https://www.linkedin.com/company/universal-instruments,"appliances, electrical, and electronics manufacturing",United States,1
behaviorally.com,Behaviorally,behaviorally.com,https://www.linkedin.com/company/behaviorallyinc,market research,United States,1
utsnet.com,"Universal Traffic Service, Inc.",utsnet.com,https://www.linkedin.com/company/universal-traffic-service-inc,truck transportation,United States,1
smartlinx.com,Smartlinx,smartlinx.com,https://www.linkedin.com/company/smartlinx-solutions,software development,United States,1
terawattinfrastructure.com,Terawatt,terawattinfrastructure.com,https://www.linkedin.com/company/terawatt-infrastructure,truck transportation,United States,1
triplewhale.com,Triple Whale,triplewhale.com,https://www.linkedin.com/company/triple-whale,software development,United States,3
lexingtoninsurance.com,Lexington Insurance Company,lexingtoninsurance.com,https://www.linkedin.com/company/lexington-insurance-company,insurance,United States,1
bluematrix.com,BlueMatrix,bluematrix.com,https://www.linkedin.com/company/bluematrix,software development,United States,1
exploreomni.com,Omni,exploreomni.com,https://www.linkedin.com/company/exploreomni,software development,United States,2
withwayfinder.com,Wayfinder,withwayfinder.com,https://www.linkedin.com/company/wayfinder-edu,higher education,United States,1
thirdeyegen.com,ThirdEye,thirdeyegen.com,https://www.linkedin.com/company/thirdeyegen,computers and electronics manufacturing,United States,1
tigera.io,Tigera,tigera.io,https://www.linkedin.com/company/tigera,software development,United States,1
acceldata.io,Acceldata,acceldata.io,https://www.linkedin.com/company/acceldata,software development,United States,1
fusionauth.io,FusionAuth,fusionauth.io,https://www.linkedin.com/company/fusionauth,software development,United States,1
mosaicapp.com,Mosaic,mosaicapp.com,https://www.linkedin.com/company/mosaicai,software development,United States,1
yapiapp.com,Yapi,yapiapp.com,https://www.linkedin.com/company/yapi,software development,United States,1
contextlabs.com,Context Labs BV,contextlabs.com,https://www.linkedin.com/company/context-labs-bv,software development,United States,1
datasite.com,Datasite,datasite.com,https://www.linkedin.com/company/datasiteglobal,software development,United States,5
similarweb.com,Similarweb,similarweb.com,https://www.linkedin.com/company/similarweb,software development,United States,2
indiana.edu,O'Neill School of Public and Environmental Affairs,indiana.edu,https://www.linkedin.com/school/oneill-school-of-public-and-environmental-affairs,higher education,United States,4
wealth.com,Wealth.com,wealth.com,https://www.linkedin.com/company/wearewealth,financial services,United States,2
aleo.org,Aleo,aleo.org,https://www.linkedin.com/company/aleohq,software development,United States,2
wizehire.com,Wizehire,wizehire.com,https://www.linkedin.com/company/wizehire,software development,United States,1
zoho.com,Hyly.AI,zoho.com,https://www.linkedin.com/company/hylyai,software development,United States,1
aresmgmt.com,Ares Management,aresmgmt.com,https://www.linkedin.com/company/ares-management,financial services,United States,3
postman.com,Postman,postman.com,https://www.linkedin.com/company/postman-platform,software development,United States,2
tigerconnect.com,TigerConnect,tigerconnect.com,https://www.linkedin.com/company/tigerconnect,hospitals and health care,United States,1
patientnow.com,PatientNow,patientnow.com,https://www.linkedin.com/company/patientnow,software development,United States,1
sprinklr.com,Sprinklr,sprinklr.com,https://www.linkedin.com/company/sprinklr,software development,United States,4
suffolk.com,Suffolk Construction,suffolk.com,https://www.linkedin.com/company/suffolk-construction,construction,United States,2
sbe.com,sbe Lifestyle Hospitality,sbe.com,https://www.linkedin.com/company/sbe-entertainment,hospitality,United States,2
yipitdata.com,YipitData,yipitdata.com,https://www.linkedin.com/company/yipitllc,market research,United States,1
cpicardgroup.com,CPI Card Group,cpicardgroup.com,https://www.linkedin.com/company/cpi-card-group,financial services,United States,1
rymaxinc.com,Rymax,rymaxinc.com,https://www.linkedin.com/company/rymax-marketing-services,advertising services,United States,1
innoceanusa.com,INNOCEAN USA,innoceanusa.com,https://www.linkedin.com/company/innocean-usa,advertising services,United States,2
cordial.com,Cordial,cordial.com,https://www.linkedin.com/company/becordial,software development,United States,2
montecarlodata.com,Monte Carlo,montecarlodata.com,https://www.linkedin.com/company/monte-carlo-data,software development,United States,4
mailgun.com,Sinch Mailgun,mailgun.com,https://www.linkedin.com/company/mailgun,software development,United States,1
shoootin.com,Shoootin,shoootin.com,https://www.linkedin.com/company/shoootin,photography,United States,1
aterian.io,Aterian (NASDAQ: ATER),aterian.io,https://www.linkedin.com/company/aterian-inc,software development,United States,1
instabug.com,Luciq,instabug.com,https://www.linkedin.com/company/luciq,software development,United States,2
flocksafety.com,Flock,flocksafety.com,https://www.linkedin.com/company/flock-,public safety,United States,3
healthxl.com,HLTH Inc.,healthxl.com,https://www.linkedin.com/company/hlthinc,hospitals and health care,United States,1
convoso.com,Convoso,convoso.com,https://www.linkedin.com/company/convoso,software development,United States,1
vccusa.com,VCC Construction,vccusa.com,https://www.linkedin.com/company/vcc,construction,United States,1
balentine.com,Balentine,balentine.com,https://www.linkedin.com/company/balentine,financial services,United States,1
moter.ai,MOTER Technologies,moter.ai,https://www.linkedin.com/company/moter-technologies,software development,United States,1
ripcord.com,Ripcord,ripcord.com,https://www.linkedin.com/company/ripcord,software development,United States,1
air.org,American Institutes for Research,air.org,https://www.linkedin.com/company/american-institutes-for-research,research services,United States,1
cdg.ws,Communications Data Group (CDG),cdg.ws,https://www.linkedin.com/company/communications-data-group-cdg-,telecommunications,United States,1
rti.com,Real-Time Innovations (RTI),rti.com,https://www.linkedin.com/company/rti,software development,United States,2
tealium.com,Tealium,tealium.com,https://www.linkedin.com/company/tealium,software development,United States,1
quicken.com,Quicken,quicken.com,https://www.linkedin.com/company/quicken-inc.,financial services,United States,6
softheon.com,Softheon,softheon.com,https://www.linkedin.com/company/softheon,software development,United States,1
braincorp.com,Brain Corp,braincorp.com,https://www.linkedin.com/company/brain-corporation,software development,United States,1
voxel51.com,Voxel51,voxel51.com,https://www.linkedin.com/company/voxel51,software development,United States,1
propertymeld.com,Property Meld,propertymeld.com,https://www.linkedin.com/company/property-meld,software development,United States,1
buffer.com,Whatfix,buffer.com,https://www.linkedin.com/company/whatfix,software development,United States,2
payitgov.com,PayIt,payitgov.com,https://www.linkedin.com/company/payitgov,software development,United States,3
moveworks.com,Moveworks,moveworks.com,https://www.linkedin.com/company/moveworksai,software development,United States,3
kibuhq.com,Kibu,kibuhq.com,https://www.linkedin.com/company/kibuhq,software development,United States,1
semperis.com,Semperis,semperis.com,https://www.linkedin.com/company/semperis,computer and network security,United States,6
ellucian.com,Ellucian,ellucian.com,https://www.linkedin.com/company/ellucian,higher education,United States,4
plextrac.com,PlexTrac,plextrac.com,https://www.linkedin.com/company/plextrac,computer and network security,United States,2
evidentid.com,Evident,evidentid.com,https://www.linkedin.com/company/evident-id-inc.,software development,United States,1
fleetio.com,Fleetio,fleetio.com,https://www.linkedin.com/company/fleetio,software development,United States,2
ecamarketing.com,"ECA Marketing, Inc.",ecamarketing.com,https://www.linkedin.com/company/eca-marketing,insurance,United States,1
digits.com,Digits,digits.com,https://www.linkedin.com/company/digits-financial,software development,United States,1
mcleodsoftware.com,McLeod Software,mcleodsoftware.com,https://www.linkedin.com/company/mcleodsoftware,software development,United States,2
myhealthteam.com,MyHealthTeam,myhealthteam.com,https://www.linkedin.com/company/myhealthteam,software development,United States,1
greyorange.com,GreyOrange,greyorange.com,https://www.linkedin.com/company/gogreyorange,software development,United States,1
lvt.com,LVT (LiveView Technologies),lvt.com,https://www.linkedin.com/company/lvt,software development,United States,9
linktr.ee,TechSoup,https://linktr.ee/techsoup,https://www.linkedin.com/company/techsoup,non-profit organizations,United States,3
tlcdelivers.com,The Library Corporation,tlcdelivers.com,https://www.linkedin.com/company/the-library-corporation,libraries,United States,2
bluevine.com,Bluevine,bluevine.com,https://www.linkedin.com/company/bluevine,financial services,United States,2
ribboncommunications.com,Ribbon Communications,ribboncommunications.com,https://www.linkedin.com/company/ribbon-communications,telecommunications,United States,1
personetics.com,Personetics,personetics.com,https://www.linkedin.com/company/personetics,financial services,United States,2
jas.com,JAS Worldwide,jas.com,https://www.linkedin.com/company/jas-worldwide,truck transportation,United States,1
legal.io,Legal.io,legal.io,https://www.linkedin.com/company/legal-io,"technology, information and internet",United States,1
packsize.com,Packsize,packsize.com,https://www.linkedin.com/company/packsize,packaging and containers manufacturing,United States,2
builtechllc.com,"Builtech Services, LLC",builtechllc.com,https://www.linkedin.com/company/builtech-services-llc,construction,United States,1
medivanthealth.com,Medivant Healthcare,medivanthealth.com,https://www.linkedin.com/company/medivant-health,pharmaceutical manufacturing,United States,1
getsignals.ai,Atonom,getsignals.ai,https://www.linkedin.com/company/atonomai,software development,United States,1
retailstat.com,RetailStat,retailstat.com,https://www.linkedin.com/company/retailstat,information services,United States,1
generationtux.com,Generation Tux,generationtux.com,https://www.linkedin.com/company/generationtux,retail apparel and fashion,United States,1
pcfins.com,Trucordia,pcfins.com,https://www.linkedin.com/company/trucordia,insurance,United States,1
digitechsystems.com,"Digitech Systems, LLC",digitechsystems.com,https://www.linkedin.com/company/digitech-systems,software development,United States,1
kitchenbrains.com,Kitchen Brains,kitchenbrains.com,https://www.linkedin.com/company/kitchen-brains,"appliances, electrical, and electronics manufacturing",United States,1
vertafore.com,Vertafore,vertafore.com,https://www.linkedin.com/company/vertafore,software development,United States,1
sundance.org,Sundance Institute,sundance.org,https://www.linkedin.com/company/sundanceorg,entertainment providers,United States,1
krausanderson.com,Kraus-Anderson,krausanderson.com,https://www.linkedin.com/company/kraus-anderson-construction-company,construction,United States,1
maryland.gov,Maryland Department of General Services,maryland.gov,https://www.linkedin.com/company/mdgeneralservices,government administration,United States,1
anodynehealth.com,Anodyne Health,anodynehealth.com,https://www.linkedin.com/company/anodyne-health,hospitals and health care,United States,1
clarityinnovates.com,Clarity,clarityinnovates.com,https://www.linkedin.com/company/clarityinnovations,software development,United States,1
actian.com,Actian,actian.com,https://www.linkedin.com/company/actian,software development,United States,2
synergissoftware.com,Synergis Software,synergissoftware.com,https://www.linkedin.com/company/synergissoftware,software development,United States,1
meetdandy.com,Dandy,meetdandy.com,https://www.linkedin.com/company/dandyofficial,hospitals and health care,United States,4
moov.io,Moov,moov.io,https://www.linkedin.com/company/moov-io,financial services,United States,1
presto.com,"Presto Phoenix, Inc.",presto.com,https://www.linkedin.com/company/presto-ai,software development,United States,1
scylladb.com,ScyllaDB,scylladb.com,https://www.linkedin.com/company/scylladb,software development,United States,1
arine.io,Arine,arine.io,https://www.linkedin.com/company/arinehealth,hospitals and health care,United States,1
safe.security,Safe Security,safe.security,https://www.linkedin.com/company/safe-ccrm,computer and network security,United States,1
iasb.com,Illinois Association of School Boards,iasb.com,https://www.linkedin.com/company/illinois-association-of-school-boards,education administration programs,United States,1
sentry.io,Sentry,sentry.io,https://www.linkedin.com/company/getsentry,software development,United States,2
beyondair.net,Beyond Air®,beyondair.net,https://www.linkedin.com/company/beyondair,medical equipment manufacturing,United States,1
blackbaud.com,Blackbaud,blackbaud.com,https://www.linkedin.com/company/blackbaud,software development,United States,2
ntst.com,Netsmart,ntst.com,https://www.linkedin.com/company/netsmart,software development,United States,1
zoovu.com,Zoovu,zoovu.com,https://www.linkedin.com/company/zoovu,software development,United States,1
team-cymru.com,Team Cymru,team-cymru.com,https://www.linkedin.com/company/team-cymru,computer and network security,United States,5
greenshades.com,Greenshades Software,greenshades.com,https://www.linkedin.com/company/greenshades-software,software development,United States,1
cambium-usa.com,Cambium,cambium-usa.com,https://www.linkedin.com/company/cambiumglobal,defense and space manufacturing,United States,1
costrategix.com,CoStrategix,costrategix.com,https://www.linkedin.com/company/costrategix,software development,United States,1
circularservices.com,Circular Services,circularservices.com,https://www.linkedin.com/company/circular-services,environmental services,United States,1
bwpackaging.com,BW Packaging,bwpackaging.com,https://www.linkedin.com/company/bw-packaging-systems,machinery manufacturing,United States,1
barchart.com,Barchart,barchart.com,https://www.linkedin.com/company/barchart.com-inc.,financial services,United States,2
netenrich.com,Netenrich,netenrich.com,https://www.linkedin.com/company/netenrich,computer and network security,United States,1
scality.com,Scality,scality.com,https://www.linkedin.com/company/scality,software development,United States,2
pinehurst.com,Pinehurst Resort,pinehurst.com,https://www.linkedin.com/company/pinehurst-resort,hospitality,United States,1
thenitschegroup.com,The Nitsche Group,thenitschegroup.com,https://www.linkedin.com/company/the-nitsche-group,insurance,United States,1
searchstax.com,SearchStax,searchstax.com,https://www.linkedin.com/company/searchstax,software development,United States,1
netsertive.com,Netsertive,netsertive.com,https://www.linkedin.com/company/netsertive,advertising services,United States,2
keyfactor.com,Keyfactor,keyfactor.com,https://www.linkedin.com/company/wearekeyfactor,computer and network security,United States,1
goenumerate.com,Enumerate,goenumerate.com,https://www.linkedin.com/company/goenumerate,software development,United States,1
sageworld.com,SAGE,sageworld.com,https://www.linkedin.com/company/sage-quick-technologies,software development,United States,2
equitydatascience.com,Equity Data Science (EDS),equitydatascience.com,https://www.linkedin.com/company/equitydatascience,financial services,United States,1
imperativelogisticsgroup.com,Imperative Logistics Group®,imperativelogisticsgroup.com,https://www.linkedin.com/company/imperative-logistics-group,truck transportation,United States,1
anchore.com,Anchore,anchore.com,https://www.linkedin.com/company/anchore,software development,United States,1
cube3.ai,CUBE AI,cube3.ai,https://www.linkedin.com/company/cube3ai,financial services,United States,1
nexhealth.com,NexHealth,nexhealth.com,https://www.linkedin.com/company/nexhealth-inc,software development,United States,2
agruamerica.com,"AGRU America, Inc.",agruamerica.com,https://www.linkedin.com/company/agruamericainc,environmental services,United States,1
iralogix.com,IRALOGIX,iralogix.com,https://www.linkedin.com/company/iralogix,software development,United States,1
bloomerang.co,Bloomerang,bloomerang.co,https://www.linkedin.com/company/bloomerang,software development,United States,2
arhamsoft.com,ArhamSoft (Pvt) Ltd,arhamsoft.com,https://www.linkedin.com/company/arhamsoft-pvt-ltd,software development,United States,1
crane-works.com,"CraneWorks, LLC",crane-works.com,https://www.linkedin.com/company/crane-works,industrial machinery manufacturing,United States,1
jdpower.com,JD Power,jdpower.com,https://www.linkedin.com/company/jdpowerofficial,information services,United States,3
chronosphere.io,Chronosphere,chronosphere.io,https://www.linkedin.com/company/chronosphereio,software development,United States,2
alveotechnologies.com,Alveo Technologies,alveotechnologies.com,https://www.linkedin.com/company/alveo-technologies,biotechnology research,United States,1
utglobal.com,"Unlimited Technology, Inc.",http://www.utglobal.com,https://www.linkedin.com/company/ut-global,security and investigations,United States,1
c3presents.com,C3 Presents,c3presents.com,https://www.linkedin.com/company/c3-presents,musicians,United States,1
flashpoint.io,Flashpoint,flashpoint.io,https://www.linkedin.com/company/flashpoint-intel,software development,United States,1
sertifi.com,Sertifi by Flywire,sertifi.com,https://www.linkedin.com/company/sertifi,software development,United States,1
indexengines.com,Index Engines,indexengines.com,https://www.linkedin.com/company/index-engines,software development,United States,1
rapidworks.com,RapidWorks,http://rapidworks.com,https://www.linkedin.com/company/rapid-works-co,software development,United States,1
legitscript.com,LegitScript,legitscript.com,https://www.linkedin.com/company/legitscript-com,software development,United States,1
tosibox.com,Tosi,tosibox.com,https://www.linkedin.com/company/tosicompany,computer and network security,United States,1
iwilson.com,Wilson,iwilson.com,https://www.linkedin.com/company/wilson,oil and gas,United States,1
snowcommerce.com,"Snow Commerce, Inc",snowcommerce.com,https://www.linkedin.com/company/snow-commerce-inc,software development,United States,1
deepwatch.com,Deepwatch,deepwatch.com,https://www.linkedin.com/company/deepwatchsec,computer and network security,United States,1
blueconic.com,BlueConic,blueconic.com,https://www.linkedin.com/company/blueconic,software development,United States,1
allbound.com,Channelscaler,allbound.com,https://www.linkedin.com/company/channelscaler,software development,United States,1
onespan.com,OneSpan,onespan.com,https://www.linkedin.com/company/onespan,software development,United States,1
nextroll.com,NextRoll,nextroll.com,https://www.linkedin.com/company/nextroll,advertising services,United States,1
fnbmn.bank,First National Bank Minnesota,fnbmn.bank,https://www.linkedin.com/company/first-national-bank---minnesota,banking,United States,1
payzer.com,WEX Field Service Management,payzer.com,https://www.linkedin.com/company/wex-fieldservicemanagement,software development,United States,1
zacksim.com,Zacks Investment Management,zacksim.com,https://www.linkedin.com/company/zacks-investment-management,financial services,United States,2
ovationcxm.com,OvationCXM,ovationcxm.com,https://www.linkedin.com/company/ovationcxm,software development,United States,2
tranzact.net,TRANZACT,tranzact.net,https://www.linkedin.com/company/tranzact,advertising services,United States,3
fairmarkit.com,Fairmarkit,fairmarkit.com,https://www.linkedin.com/company/fairmarkit,software development,United States,1
ipfabric.io,IP Fabric,ipfabric.io,https://www.linkedin.com/company/ip-fabric,software development,United States,1
goldcast.io,Goldcast,goldcast.io,https://www.linkedin.com/company/goldcast,software development,United States,2
pointwild.com,Point Wild,pointwild.com,https://www.linkedin.com/company/point-wild,computer and network security,United States,1
ebizcharge.com,EBizCharge,ebizcharge.com,https://www.linkedin.com/company/ebizcharge-by-century-business-solutions,financial services,United States,1
jhu.edu,The Johns Hopkins University - Carey Business School,jhu.edu,https://www.linkedin.com/school/jhucarey,education administration programs,United States,3
chainlinklabs.com,Chainlink Labs,chainlinklabs.com,https://www.linkedin.com/company/chainlink-labs,software development,United States,1
onelayer.com,OneLayer,onelayer.com,https://www.linkedin.com/company/one-layer,computer and network security,United States,1
meltwater.com,Meltwater,meltwater.com,https://www.linkedin.com/company/meltwater,software development,United States,8
thenationalalliance.com,Risk & Insurance Education Alliance,thenationalalliance.com,https://www.linkedin.com/company/the-national-alliance-for-insurance-education-research,insurance,United States,1
templafy.com,Templafy,templafy.com,https://www.linkedin.com/company/templafy,software development,United States,1
digitalairstrike.com,DAS Technology,digitalairstrike.com,https://www.linkedin.com/company/das-technology,software development,United States,2
zixi.com,Zixi,zixi.com,https://www.linkedin.com/company/zixi-llc,software development,United States,1
derivativepath.com,Derivative Path,derivativepath.com,https://www.linkedin.com/company/derivative-path,financial services,United States,1
weavix.com,weavix,weavix.com,https://www.linkedin.com/company/weavix,software development,United States,1
atomchat.io,Atom,atomchat.io,https://www.linkedin.com/company/atomchat,software development,United States,1
cakeequity.com,Cake,cakeequity.com,https://www.linkedin.com/company/cake-equity,software development,United States,1
turno.com,Turno,turno.com,https://www.linkedin.com/company/theturnoapp,software development,United States,1
collectors.com,Collectors,collectors.com,https://www.linkedin.com/company/collectors-holdings,consumer services,United States,6
mentorcollective.org,Mentor Collective,mentorcollective.org,https://www.linkedin.com/company/mentorcollective,software development,United States,1
singledigits.com,"Single Digits, Inc.",singledigits.com,https://www.linkedin.com/company/single-digits-inc-,software development,United States,1
responsive.io,Responsive,responsive.io,https://www.linkedin.com/company/responsiveio,software development,United States,2
prgx.com,PRGX Global Inc.,prgx.com,https://www.linkedin.com/company/prgx,financial services,United States,1
withpersona.com,Persona,withpersona.com,https://www.linkedin.com/company/persona-identities,software development,United States,4
secondfront.com,Second Front,secondfront.com,https://www.linkedin.com/company/secondfront,software development,United States,1
davidmason.com,David Mason + Associates (DMA),davidmason.com,https://www.linkedin.com/company/david-mason-&-associates,civil engineering,United States,1
